Language_ID,Macroarea_Code,Language_Name,Family_name_Code,level_code,Latitude,Longitude,GB030,GB028,GB131,GB042,GB133,GB031,GB092,GB132,GB090,GB065,GB130,GB089,GB091,GB093,GB094,GB044,GB107,GB043,GB084,GB083,GB074,GB080,GB070,GB025,GB082,GB058,GB071,GB052,GB072,GB137,GB021,GB138,GB022,GB051,GB023,GB038,GB024,GB020,GB054,GB035,GB036,GB053,GB057,GB079,GB197,GB196,GB075,GB081,GB039,GB171,GB170,GB037,GB165,GB086,GB166,GB172,GB193,GB108,GB073,GB129,GB111,GB192,GB299,GB198,GB098,GB155,GB103,GB096,GB318,GB095,GB139,GB298,GB059,GB136,GB117,GB319,GB316,GB320,GB317,GB104,GB186,GB114,GB115,GB149,GB321,GB185,GB068,GB121,GB099,GB147,GB313,GB116,GB312,GB309,GB184,GB120,GB158,GB109,GB110,GB119,GB177,GB105,GB433,GB113,GB431,GB069,GB430,GB432,GB315,GB324,GB148,GB314,GB156,GB126,GB151,GB334,GB027,GB262,GB286,GB408,GB026,GB409,GB263,GB264,GB260,GB326,GB134,GB041,GB333,GB410,GB415,GB327,GB285,GB160,GB291,GB152,GB159,GB305,GB521,GB336,GB335,GB520,GB124,GB048,GB047,GB257,GB297,GB122,GB302,GB519,GB135,GB167,GB328,GB118,GB140,GB049,GB203,GB306,GB522,GB303,GB150,GB250,GB400,GB046,GB187,GB323,GB329,GB322,GB254,GB330,GB331,GB146,GB256,GB252,GB253,GB304,GB325,GB188,GB275,GB127,GB276,GB300,GB265,GB123,GB266,GB273,GB270,GB403,GB301,GB402,GB204,GB422,GB421,GB296,GB401
noct1238,2,Nocte Naga,165,2,27.152,95.3903,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,3,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,1,1,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,1,0,1,3,1,1,0,1,0,1,0,1,1,0,0,1,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
noku1237,4,Nokuku,13,2,-14.8974,166.603,0,1,0,0,0,1,0,1,0,2,1,0,0,1,0,1,0,0,0,0,1,0,0,2,0,1,1,0,0,0,,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,,0,0,0,1,,0,0,0,1,1,0,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,,0,0,1,0,0,1,0,0,0,0,0,1,,0,1,1,0,,0,,0,,,1,1,0,0,0,,,,,0,,0,1,,0,,,0,,2,0,,0,,,0,,,0,,0,,,,0,,,,0,,,0,,0,0,1,,0,0,1,0,,0,,0,1,,
noma1260,0,Nomaande,11,2,4.5893,10.9157,1,0,0,1,0,0,0,1,0,,1,0,0,0,0,1,0,0,0,0,1,1,0,2,0,0,1,0,0,0,,,0,0,0,0,2,0,1,1,0,1,0,1,0,0,0,,1,1,1,0,0,,0,0,3,1,1,,,0,1,1,,,1,,0,,,0,,0,,0,0,0,0,,0,1,,,0,1,0,,,,1,,,1,1,,,,,,,1,0,,0,0,0,0,1,0,,,,,,0,,,,1,0,0,,,,0,,,1,0,0,1,,,,,,0,1,0,1,1,,1,1,,,,,,,,0,0,,1,,,0,,,0,,0,1,,0,,1,0,0,,1,0,0,,0,,0,,0,,1,,0,0,0,,,,,,,,
noma1263,5,Nomatsiguenga,8,2,-11.5349,-74.4371,1,1,1,0,0,0,1,0,1,3,2,1,0,1,0,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,,3,0,0,1,0,1,1,1,,,1,0,0,,,0,,0,,,,1,1,0,0,,,,0,1,1,1,,0,1,,1,0,0,,,,,1,,1,1,0,,,0,0,0,1,,,,,,0,,0,0,0,1,1,,1,,0,,,,,0,,0,1,0,,,,,,,,,,,,1,0,,,,,,,,1,,,,,,,1,1,1,,,0,,,1,,,1,1,1,,,,,1,,,,,,,,,,,1,,,,,,,,1,,,,0,,,,,,,,,,,
nonu1241,5,Nonuya,72,2,-1.25,-72.5,1,,0,,,1,1,,1,1,1,0,0,0,1,1,1,,,,,1,1,1,,,1,1,1,,,0,,1,,,1,,0,,,0,0,,0,0,1,,,,,,,,,,,1,1,0,,,0,1,,,0,,0,,,0,1,1,0,,,,,,,,,,,,,,0,,,0,1,,,,,,,,,0,0,,1,,0,0,,,,,,1,,,,,,1,,0,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,0,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
noon1242,0,Noon,11,2,14.792,-16.9205,1,1,0,1,0,0,0,1,0,2,1,1,0,1,0,1,1,0,1,1,1,1,0,2,0,0,0,1,0,0,0,0,0,1,1,0,2,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,2,1,1,0,1,0,0,1,0,1,1,0,0,0,1,0,1,1,1,0,0,0,0,1,1,1,1,0,1,1,1,1,0,1,0,0,1,1,1,1,1,0,0,1,0,1,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,,0,1,0,1,2,0,1,0,0,0,,,0,0,0,0,1,0,0,,1,0,0,,1,,0,0,0,0,1,,0,1,0,0,0,0,1,0,1,1,0
noon1243,0,Noone,11,2,6.37256,10.5707,1,1,0,1,0,0,1,1,1,2,1,0,0,0,0,1,0,0,0,0,1,1,0,2,0,0,0,0,1,1,0,1,0,0,0,0,2,0,0,1,0,0,0,1,0,0,1,0,1,1,1,0,0,1,0,0,2,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,1,1,0,0,0,1,0,1,0,1,0,1,,,1,0,0,,0,,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,,,0,0,0,0,0,1,1,0,0,,,2,0,0,0,0,,0,0,0,0,0,0,,0,0,0,,,,0,,,0,,0,,1,,0,0,0,,0,,,0,1,,
nopa1235,3,Nopala Chatino,145,2,16.0954,-97.1339,1,1,1,0,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,1,0,1,2,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,1,0,1,0,,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,,,0,0,0,1,0,1,,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,,0,1,0,0,,0,0,1,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,0,,0,,0,,0,,,,0,0,0,0,0,,0,0
nort2671,2,North Saami,193,2,68.725,22.1113,0,0,0,0,0,1,0,1,0,3,1,1,1,0,0,1,1,0,0,1,1,1,1,1,1,0,1,0,1,,0,,0,0,0,0,1,0,0,1,0,0,0,,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,,1,1,0,0,0,1,1,,0,0,0,,0,0,,0,,0,,,0,0,0,0,0,0,0,0,1,0,0,,0,,0,1,0,0,1,0,1,,,1,0,0,0,0,0,1,,0,0,,0,1,1,0,0,0,0,,,0,1,0,1,1,1,0,,0,0,0,,0,1,0,0,0,0,,0,,,1,0,0,0,0,1,0,0,0,0,0,0,1,0,,1,,1,,,0,
nort2673,2,Northern Karelian,193,0,65.1691,30.8655,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,0,0,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
nort2684,2,Northern Khmer,12,2,14.4674,103.863,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,1,1,0,1,0,0,1,1,,0,0,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,2,1,1,0,0,1,0,,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,,1,0,1,,0
nort2690,2,Northern Uzbek,191,2,40.886,69.211,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,1,1,0,1,1,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,1,0,0,0,,0,1,1,1,0,0
nort2697,2,North Azerbaijani,191,2,40.9777,46.4737,0,0,0,0,1,0,0,0,0,3,1,1,1,0,0,1,1,0,1,1,0,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,1,0,,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,1,0,1,0,1,0,0,,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,1,1,0,,0,1,,,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,,,0,0
nort2699,2,Northwestern Kolami,44,2,20.1022,78.4934,1,1,0,0,1,0,0,0,0,1,1,1,1,,,1,1,0,1,1,,1,1,1,0,,1,0,1,1,0,,0,1,0,,1,0,0,0,0,0,1,,0,0,1,,1,1,0,0,0,1,0,0,1,,1,0,0,0,,1,,1,,,,,1,1,,0,1,,,,,,0,0,0,,0,1,,,,,0,,1,0,0,1,1,,,,,,,1,,0,,1,,0,,,,,,,1,,1,1,,0,,,,,1,,1,0,,,,,0,,1,1,,,,,,,1,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,
nort2701,2,Kasaba,44,0,12.70645,79.95209,1,1,0,0,1,0,0,0,0,1,1,1,1,0,0,1,1,0,0,1,0,1,1,,1,0,1,0,1,1,0,0,0,1,0,0,1,0,0,,,1,0,0,0,0,1,0,1,,,,0,,0,0,,0,1,0,1,0,0,0,0,1,0,0,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,1,0,,0,,0,0,0,0,0,0,1,0,,0,1,0,0,0,0,0,0,,0,0,0,1,1,,0,0,0,0,,,0,1,1,0,,0,,0,,,0,0,0,,0,0,,,0,0,,0,0,1,0,,,0,,,0,,0,,0,1,,0,0,,0,0,,,,0,,1,0,0,0,,,,,,,,,,,0,,,,,0,0
nort2722,2,Northern Qiang,165,2,32.2766,103.192,0,0,0,0,1,1,0,0,0,1,1,1,1,1,0,1,1,0,0,0,0,1,1,2,0,0,1,0,1,0,1,0,0,0,1,1,2,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,2,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,,0,1,0,0,0,0,1,0,1,,1,0,0,0,0,0,0,0,0,1,1,0,0,,0,1,1,1,1,2,0,1,0,,1,0,0,1,1,0,1,1,0,0,0,0,1,1,0,1,0,0,,0,0,0,,0,0,0,0,0,0,1,0,0,,
nort2723,2,Northern Pumi,165,2,28.6626,101.305,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,2,1,1,0,0,0,0,0,,0,0,,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,,0,1,,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,,0,1,,0,0,,0,0,,1,,0,0,1,,0,1,,1,1,1,1,1,0,1,,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,,,0,0,,0,0,0,1,1,0,0,0,,0,,0,0,1,0
nort2724,2,Northern Bai,165,2,26.925,99.656,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,,0,,,,,0,2,,,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,,0,0,,,0,0,0,0,0,,0,0,1,,0,0,,0,1,0,0,,,0,0,,,0,,1,,0,0,0,0,,0,,,0,0,0,,,0,,1,0,,,0,0,,,,0,0,,0,,0,,0,0,0,0,0,0,,,0,0,,0,0,1,,0,1,0,0,,,0,1,0,1,0,0,,0,,,,,0,0,,,0,0,0,,0,,,,0,1,1,0,,,,,,,,0,,,,0,,,0,0,,,,,,0,,,0,,0,,,,,,0,0,0,,,,0,
nort2732,2,Northern Tujia,165,2,29.3016,109.759,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,2,,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,
nort2745,2,Northern Yukaghir,211,2,70.498,157.853,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,1,1,0,1,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,1,0,0,,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,1,,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,1,0,0,1,0,0,0,0,1,0,1,,1,0,0,0,0,0,0,1,0,0,0,,0,1,0,0,0,0
nort2747,2,Northern Qiandong Miao,69,2,26.6338,108.162,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,1,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,1,1,0,1,1,1,,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
nort2774,0,Northern Ngbandi,11,2,3.56357,21.85251,1,0,0,0,0,0,1,1,1,2,1,0,0,0,0,1,0,0,0,0,1,1,0,2,0,0,0,0,0,1,0,1,0,0,1,0,2,1,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,,0,0,0,0,1,0,1,,1,0,0,,0,,,1,,0,,,0,0,0,0,0,1,,0,0,0,0,,0,,1,0,0,0,1,0,0,,,1,0,1,1,0,0,1,,0,1,,0,0,1,1,0,0,0,,1,1,0,1,,1,1,0,,0,,0,,,,0,,0,1,,,,1,1,0,0,0,,0,0,0,0,1,,0,0,1,,0,,1,,,,
nort2775,0,Northwest Gbaya,11,2,5.9503,15.2569,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,1,,0,2,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,0,0,0,0,0,,0,1,,0,1,1,,,,,0,0,0,0,0,,0,0,0,0,0,,0,,,0,0,1,0,0,,0,0,,0,,0,,,,,0,,0,,0,,1,0,0,,0,,1,0,0,,1,0,,,,,0,1,,0,0,,,,,,0,,1,1,,0,,,1,1,,1,0,1,2,,,,1,0,,0,0,,,,0,,,1,1,0,0,,,0,0,0,0,,1,0,0,0,0,,,,1,,,,
nort2795,0,Zimbabwean Ndebele,11,2,-20.2513,27.4096,1,0,0,1,0,0,1,1,1,2,1,0,0,0,1,1,1,0,1,1,1,1,0,2,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1,,,0,0,1,,,0,,1,,,,0,0,0,0,,,,0,1,1,0,,0,1,,0,1,1,,,,,0,,1,1,0,,,1,1,0,1,,0,,,,1,1,0,0,1,,1,,1,,0,,,,,0,,0,1,0,,0,,,,,,,,,,1,0,,,,,,,,1,,,,,,,0,1,1,,,,,,1,,,1,0,,,,,,,,,0,,,,,,,,1,,,,,,,,0,,,,,,,,,,,,,,,
nort2828,4,North Moluccan Malay,13,2,-0.86437,128.323,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,3,0,,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,,0,0,1,0,0,1,0,,0,,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,,0,0,0,1,,0,0,0,0,0,,0,1,1,0,1,1,0,1,1,0,,0,1,0,0,1,,0,,0,1,0,0,0,1,0,,0,0,1,,,1,0,0,3,,0,0,0,1,0,0,,,,,,,,,0,0,0,,0,,0,,1,0,0,1,1,0,0,,,,1,0,0,,
nort2836,4,North Efate,13,2,-17.5774,168.375,0,1,0,0,0,1,,1,0,1,1,0,,1,0,1,0,0,0,0,1,0,,,0,,1,,,0,0,0,0,,0,0,2,0,,1,0,,,1,0,0,0,,,0,,0,,0,,0,2,1,,,,,1,,,1,,,0,,,0,1,1,,0,,0,0,,0,,1,,,0,1,0,,1,,,0,0,,0,1,,,0,,,1,0,1,,0,0,,0,,,,1,0,,,0,0,,,,0,0,0,,1,,0,,0,,0,,0,1,1,0,1,,,1,,,,1,,1,0,1,,,,0,,,,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nort2839,4,North Ambrym,13,2,-16.1741,168.14,0,1,0,0,0,1,0,1,0,2,1,0,0,0,0,0,0,0,0,1,1,1,0,2,0,1,0,,0,0,1,0,1,,1,0,2,1,,1,0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,,0,1,,0,0,1,0,1,0,0,0,0,0,,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,,0,1,0,0,0,0,0,,0,1,1,0,,0,0,0,0,0,0,,,0,1,0,0,1,,0,,0,0,0,0,0,0,1,0,0,0,0,,1,0,1,,0,0,1,,0,2,0,0,0,1,0,0,0,0,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,0
nort2845,4,North Marquesan,13,2,-8.89412,-140.108,0,1,1,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,1,1,0,3,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,,0,0,1,1,1,0,0,1,1,,1,1,0,,0,1,,0,0,1,1,,3,0,1,,,0,0,,0,,1,,0,0,1,0,0,0,0,1,0,0,0,,0,,0,,1,0,0,0,1,0,0,0,0,0,
nort2847,4,North Tanna,13,2,-19.3733,169.303,0,1,0,0,0,1,1,1,1,2,1,0,0,0,1,0,1,0,0,1,1,1,0,2,1,0,1,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,,1,0,0,0,0,1,0,0,,0,,0,0,2,1,1,0,0,0,0,0,,,,,1,,1,0,1,1,1,0,0,0,0,,,,,,0,0,1,0,,,0,0,,0,1,0,0,,0,,,,1,,0,0,0,0,0,0,,0,,0,,1,,0,,1,,0,0,1,,1,1,,0,1,,1,0,0,,1,0,,0,0,0,0,,1,,0,,0,,0,1,,0,0,0,1,2,,1,,,0,1,,0,,,,,,,,,,,,,0,,0,,,,,,,0,,,,,0,,,
nort2864,4,Wemale,13,2,-3.05143,128.839,1,,0,0,0,0,1,1,1,1,1,,0,1,0,1,,0,1,,1,1,,,,,0,,,,0,0,0,,0,,2,0,,0,0,,,1,,0,1,0,0,1,1,0,0,,0,0,2,,,0,,,,,,,,,0,,,,1,,,0,0,0,0,,0,,,,,0,1,,0,0,1,,,,,,,,,,0,,1,,1,,0,0,,,0,,,,,0,,,,,0,,,,,,,,1,,0,,,,,,,,,,0,,,1,,,,,0,,,0,,,,,,,1,0,,,,,,0,,0,,,,,,,,0,,,0,,1,,,,0,0,0,,,,,,,,
nort2877,4,Northern Kankanay,13,2,17.1057,120.786,0,1,1,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,0,0,1,1,0,,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,,,0,0,1,0,0,0,1,0,,0,,0,1,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,,,0,0,0,0,0,1,0,0,1,0,0,,0,1,,1,0,0,0,0,0,0,1,,,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,,,,0,1,0,0,,,,0,1,,,1,0,1,,1,0,0,1,,1,,,0,0,0,0,,,0,0,1,1,0,,0,0,0,1,0,,0,0,,0,0,1,1,,0,,,,1,,,,1,,0,1,,,,0,0,0,1,,,1,,1,,,,
nort2885,4,Northern Subanen,13,2,8.5232,123.588,0,1,1,0,0,0,0,0,0,2,3,0,0,0,1,1,0,0,0,0,1,1,1,2,0,0,1,0,1,0,1,1,1,0,0,0,,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,,0,0,0,1,0,0,1,0,0,0,,0,0,0,,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0
nort2930,4,Northeast Kiwai,96,2,-7.39215,144.667,0,0,0,0,1,1,1,0,1,1,1,0,0,0,1,1,,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,3,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,1,0,0,3,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,,,0,1,1,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,1,0,0,1,0,,,1,0,0,0,1,0,0,1,0,,,3,0,1,,0,,1,,0,1,0,0,,0,0,,,,,1,,0,0,,0,0,0,1,0,0,1,,,1,,1,0,0,
nort2938,3,Northern Haida,64,2,54.004532,-132.079257,0,0,0,0,1,0,1,0,1,3,1,1,1,1,1,0,1,0,,1,0,1,0,1,1,0,1,0,1,0,0,1,0,0,1,0,2,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,2,1,1,0,1,0,1,0,0,1,1,1,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1,,0,0,0,1,1,,0,,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,,1,0,0,0,0,0,0,1,0,1,,0,0,,0,1,1,0,0,1,1,,1,0,1,0,1,1,2,1,1,0,0,1,0,0,0,1,1,1,,0,0,,,1,,0,0,0,0,,0,0,0,,0,1,0,1,0,0,1,0,0,,
